DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	5q31.1	5	134525973	NR	JADE2			ENSG00000043143			rs329118-C	rs329118	0	329118	5_prime_UTR_variant	0	0.5849	2E-13	12.698970004336019		0.0281	[0.021-0.036] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	2q22.3	2	145593156	NR	RPL6P5 - METAP2P1	ENSG00000214064	ENSG00000234119		255099	233129	rs6716394-G	rs6716394	0	6716394	intron_variant	1	0.4844	1E-13	13.0		0.0275	[0.02-0.035] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	19q13.32	19	47093845	NR	ZC3H4			ENSG00000130749			rs10408163-C	rs10408163	0	10408163	non_coding_transcript_exon_variant	0	0.6016	1E-13	13.0		0.0319	[0.023-0.04] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	8p23.1	8	8863963	NR	MFHAS1			ENSG00000147324			rs4382480-G	rs4382480	0	4382480	intron_variant	0	0.5386	2E-13	12.698970004336019		0.0306	[0.022-0.039] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	11p11.2	11	43856909	NR	HSD17B12 - ALKBH3	ENSG00000149084	ENSG00000166199		292	23902	rs35251247-G	rs35251247	0	35251247	intron_variant	1	0.7065	2E-13	12.698970004336019		0.0309	[0.023-0.039] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	1q21.3	1	151045515	NR	BNIPL			ENSG00000163141			rs145904381-C	rs145904381	0	145904381	intron_variant	0	0.0104	4E-13	12.397940008672037		0.1607	[0.12-0.2] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	11p13	11	32934946	NR	QSER1			ENSG00000060749			rs62618693-C	rs62618693	0	62618693	missense_variant	0	0.9582	1E-13	13.0		0.0819	[0.06-0.104] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	9p22.1	9	19074540	NR	HAUS6			ENSG00000147874			rs12380322-G	rs12380322	0	12380322	intron_variant	0	0.3922	2E-13	12.698970004336019		0.0295	[0.022-0.037] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	2q24.2	2	160477361	NR	RBMS1			ENSG00000153250			rs6710938-C	rs6710938	0	6710938	intron_variant	0	0.228	2E-13	12.698970004336019		0.0342	[0.025-0.043] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	7p21.2	7	13847029	NR	RBMX2P4 - ETV1	ENSG00000230879	ENSG00000006468		924109	44200	rs7787720-C	rs7787720	0	7787720	intergenic_variant	1	0.5594	4E-13	12.397940008672037		0.0285	[0.021-0.036] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	20q13.33	20	63819311	NR	ZBTB46			ENSG00000130584			rs6011155-C	rs6011155	0	6011155	intron_variant	0	0.4137	6E-13	12.221848749616356		0.0284	[0.021-0.036] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	15q21.3	15	57077652	NR	TCF12			ENSG00000140262			rs28490139-G	rs28490139	0	28490139	intron_variant	0	0.8415	2E-12	11.698970004336019		0.0375	[0.027-0.048] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	12p11.1	12	33257920	NR	ASS1P14 - SYT10	ENSG00000257316	ENSG00000110975		270850	116318	rs10844519-G	rs10844519	0	10844519	intergenic_variant	1	0.4092	1E-12	12.0		0.03	[0.022-0.038] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	10q26.12	10	121171054	NR	RPL19P16 - LINC01153	ENSG00000236762	ENSG00000227143		37331	7646	rs7071036-C	rs7071036	0	7071036	intergenic_variant	1	0.1978	2E-12	11.698970004336019		0.051	[0.037-0.065] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	12q12	12	42652647	NR	LINC02451			ENSG00000257164			rs11181613-C	rs11181613	0	11181613	intron_variant	0	0.8686	2E-12	11.698970004336019		0.0418	[0.03-0.054] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	17q23.3	17	64125699	NR	ERN1			ENSG00000178607			rs57767539-G	rs57767539	0	57767539	intron_variant	0	0.9362	7E-12	11.154901959985743		0.0622	[0.044-0.08] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	16p11.2	16	28886131	NR	ATP2A1			ENSG00000196296			rs8056890-G	rs8056890	0	8056890	intron_variant	0	0.6775	2E-12	11.698970004336019		0.0295	[0.021-0.038] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	20q13.12	20	43602055	NR	IFT52			ENSG00000101052			rs6073143-C	rs6073143	0	6073143	intron_variant	0	0.7327	4E-12	11.397940008672037		0.0304	[0.022-0.039] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	4q21.22	4	82663343	NR	SCD5			ENSG00000145284			rs993380-G	rs993380	0	993380	intron_variant	0	0.6352	4E-12	11.397940008672037		0.0272	[0.02-0.035] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	20q13.2	20	51538847	NR	NFATC2			ENSG00000101096			rs6021276-C	rs6021276	0	6021276	intron_variant	0	0.6262	2E-12	11.698970004336019		0.0283	[0.02-0.036] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	2p23.3	2	25412902	NR	DTNB			ENSG00000138101			rs34845373-G	rs34845373	0	34845373	intron_variant	0	0.2557	5E-12	11.301029995663981		0.0334	[0.024-0.043] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	14q32.12	14	91497378	NR	PPP4R3A			ENSG00000100796			rs8010382-G	rs8010382	0	8010382	intron_variant	0	0.4692	3E-12	11.522878745280337		0.0266	[0.019-0.034] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	3q13.31	3	115344825	NR	EIF4E2P2 - GAP43	ENSG00000244157	ENSG00000172020		64965	278685	rs7645613-C	rs7645613	0	7645613	intron_variant	1	0.3572	2E-12	11.698970004336019		0.034	[0.025-0.043] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	11p11.12	11	50151426	NR	GTF2IP11 - PHKG1P3	ENSG00000255199	ENSG00000236919		48528	95128	rs11561066-C	rs11561066	0	11561066	intergenic_variant	1	0.1301	3E-12	11.522878745280337		0.0451	[0.032-0.058] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	14q32.2	14	100792247	NR	MEG3			ENSG00000214548			rs112324411-C	rs112324411	0	112324411	intron_variant	0	0.9377	1E-12	12.0		0.0729	[0.053-0.093] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	4q21.23	4	84376801	NR	LINC02994 - NKX6-1	ENSG00000250546	ENSG00000163623		77612	115184	rs117233795-C	rs117233795	0	117233795	intron_variant	1	0.9555	1E-12	12.0		0.1426	[0.1-0.18] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA				NR							chr8:97724430-G	chr8:97724430	0			1	0.9921	6E-12	11.221848749616356		0.2392	[0.17-0.31] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	11p11.2	11	48467808	NR	OR4C9P - OR4R1P	ENSG00000254925	ENSG00000255215		2831	18555	rs149027146-T	rs149027146	0	149027146	intergenic_variant	1	0.0602	2E-12	11.698970004336019		0.0738	[0.053-0.094] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	1p36.22	1	11257875	NR	MTOR			ENSG00000198793			rs7554251-C	rs7554251	0	7554251	intron_variant	0	0.7016	3E-11	10.522878745280337		0.0297	[0.021-0.039] unit increase	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	3p12.1	3	86707721	NR	LINC02070 - VGLL3	ENSG00000241328	ENSG00000206538		210725	168667	rs6549112-G	rs6549112	0	6549112	intergenic_variant	1	0.3328	2E-11	10.698970004336019		0.0268	[0.019-0.035] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	7p15.3	7	23845078	NR	STK31 - RNA5SP228	ENSG00000196335	ENSG00000252041		12565	287627	rs2188848-G	rs2188848	0	2188848	regulatory_region_variant	1	0.2109	1E-11	11.0		0.0325	[0.023-0.042] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	18q22.1	18	65759743	NR	CDH7			ENSG00000081138			rs2032217-G	rs2032217	0	2032217	intron_variant	0	0.6671	3E-11	10.522878745280337		0.0268	[0.019-0.035] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010557	Genome-wide genotyping array
